OID_,Civil_Count,Food_Count,HealthCare_Count,town,town_id,coast,taz,ES_FLAG,OBJECTID,Civil_Count1,Food_Count1,HealthCare_Count1,town_1,town_id_1,coast_1,taz_1,BUFF_DIST,shape_Length_1,shape_Area_1,ES_FLAG1,Shape_Length,Shape_Area,ES_FLAG_ALL,OBJECTID_12,taz_12,HLTH_COUNT,town_12,ES_COUNT05,HLTH_COUNT05,HIED_COUNT05,shape_Length_12,shape_Area_12,ES_COUNT1,HLTH_COUNT1,HIED_COUNT1,shape_Length_12_13,shape_Area_12_13,HIED_COUNT,ES_DEN_TAZ,ES_DEN_1,ES_DEN_05,ES_COUNT,OBJECTID_1,Join_Count,TARGET_FID,town_12_13,town_id_12,coast_12,objectid_12_13,taz_12_13,ORIG_FID,BUFF_DIST_1,COLLEGE,CAMPUS,ADDRESS,CITY,ZIPCODE,PLUS_FOUR,GEOG_TOWN,MAIN_TEL,URL,NCES_ID,TYPE,NCES_TYPE,CATEGORY,DEGREEOFFR,AWARDSOFFR,LARGEPROG,CAMPUSSETT,CAMPUSHOUS,L_SRC,CE_OBJECTID,FID,CE_College,Undergraduate_Enrollment,Graduate_Enrollment,Total_Enrollment,One,Lat,Lng,HIED_ID,shape_Length_12_13_14,shape_Area_12_13_14,HIED_Count5,Shape_Length_12_13_14_15,Shape_Area_12_13_14_15,HLTH_COUNT05m,HIED_COUNT05m,ES_COUNT05m,HLTH_COUNT1m,HIED_COUNT1m,ES_COUNT1m,ES_DEN_05m,ES_DEN_1m
1024,0,2,0,MIDDLETON,184,N,1253,0,1024,1,6,2,MIDDLETON,184,N,1253,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,7364.152676691504894,1594115.796486393781379,1,1253,1253,,MIDDLETON,3,0,0,5055.913399325487262,2034180.041791053256020,9,0,0,10111.826798650974524,8136720.167164213024080,,3.249435349670270,2.864788975654116,3.819718634205488,2,1024,1,1024,MIDDLETON,184,N,184,1253,1024,8046.736093472188259,North Shore Community College (Danvers Campus),Danvers,1 Ferncroft Road,Danvers,01923, ,DANVERS,(978) 762-4000,http://www.northshore.edu,167312,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,nces.ed.gov,64,GISDATA.COLLEGES_PT.219,North Shore Community College (Danvers Campus),2694,N/A,2694,1,42.590076271878971,-70.968714782148211,82-North Shore Community College (Danvers Campus),50559.133993256335089,203418004.179117113351822,1,7364.152676691504894,1594115.796486393781379,0,0,3,0,0,9,3.819718634205490,2.864788975654120
1025,0,0,0,LINCOLN,157,N,1414,0,1025,3,3,0,LINCOLN,157,N,1414,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,12569.251657447972320,5235325.940928511321545,1,1318,1414,,LINCOLN,0,0,0,5055.913399325487262,2034180.041791053256020,6,0,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,1.909859317102744,0.000000000000000,0,1025,4,1025,LINCOLN,157,N,157,1414,1025,8046.736093472188259,Pope John Xxiii National Seminary, ,558 South Avenue,Weston,02493, ,WESTON,(781) 899-5500,http://www.psjs.edu,167464,PRI,"4-year, Private not-for-profit",Divinity School,M,Master's degree,Catholic Seminary,Suburb: Large,Yes,nces.ed.gov,7,GISDATA.COLLEGES_PT.127,Pope John Xxiii National Seminary,N/A,53,53,1,42.339620518681180,-71.310985041371424,12-Pope John Xxiii National Seminary,50559.133993256335089,203418004.179117113351822,4,12569.251657447972320,5235325.940928511321545,0,0,0,0,0,6,0.000000000000000,1.909859317102740
1026,0,0,0,PEABODY,229,N,1217,0,1026,8,16,7,PEABODY,229,N,1217,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,5860.761040165902159,1613187.163143846206367,1,1217,1217,,PEABODY,1,0,0,5055.913399325487262,2034180.041791053256020,30,4,0,10111.826798650974524,8136720.167164213024080,,1.605509992552782,9.549296585513721,1.273239544735163,1,1026,3,1026,PEABODY,229,N,229,1217,1026,8046.736093472188259,North Shore Community College (Lynn Campus),Lynn Campus,300 Broad Street,Lynn,01901, ,LYNN,(781) 593-6722,http://www.northshore.edu,167312,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,nces.ed.gov,63,GISDATA.COLLEGES_PT.195,North Shore Community College (Lynn Campus),2694,N/A,2694,1,42.460725858803713,-70.944107794058993,47-North Shore Community College (Lynn Campus),50559.133993256335089,203418004.179117113351822,3,5860.761040165902159,1613187.163143846206367,0,0,1,4,0,30,1.273239544735160,9.549296585513719
1027,2,2,0,PEABODY,229,N,1218,1,1027,6,23,5,PEABODY,229,N,1218,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2941.182654557580008,433716.052474232623354,1,1218,1218,,PEABODY,18,1,0,5055.913399325487262,2034180.041791053256020,33,2,0,10111.826798650974524,8136720.167164213024080,,23.886486059348218,10.504226244065093,22.918311805232928,4,1027,4,1027,PEABODY,229,N,229,1218,1027,8046.736093472188259,North Shore Community College (Lynn Campus),Lynn Campus,300 Broad Street,Lynn,01901, ,LYNN,(781) 593-6722,http://www.northshore.edu,167312,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,nces.ed.gov,63,GISDATA.COLLEGES_PT.195,North Shore Community College (Lynn Campus),2694,N/A,2694,1,42.460725858803713,-70.944107794058993,47-North Shore Community College (Lynn Campus),50559.133993256335089,203418004.179117113351822,4,2941.182654557580008,433716.052474232623354,1,0,18,2,0,33,22.918311805232900,10.504226244065100
1028,0,0,0,PEABODY,229,N,1220,0,1028,3,12,7,PEABODY,229,N,1220,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,3321.536334324811378,410226.272393393446691,1,1220,1220,,PEABODY,5,1,0,5055.913399325487262,2034180.041791053256020,22,4,0,10111.826798650974524,8136720.167164213024080,,6.313559819497899,7.002817496043395,6.366197723675814,1,1028,3,1028,PEABODY,229,N,229,1220,1028,8046.736093472188259,Endicott College, ,376 Hale Street,Beverly,01915, ,BEVERLY,(978) 927-0585,http://www.endicott.edu,165699,PRI,"4-year, Private not-for-profit",Liberal Arts College,"C, A, B, PBC, M, PMC, D",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship, ,Suburb: Large,Yes,nces.ed.gov,28,GISDATA.COLLEGES_PT.214,Endicott College,N/A,1691,1691,1,42.553369011018816,-70.843340953306253,81-Endicott College,50559.133993256335089,203418004.179117113351822,3,3321.536334324811378,410226.272393393446691,1,0,5,4,0,22,6.366197723675810,7.002817496043400
1029,2,0,3,PEABODY,229,N,1221,1,1029,2,8,5,PEABODY,229,N,1221,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,3615.311277737105684,765173.965774663374759,1,1221,1221,3,PEABODY,6,3,0,5055.913399325487262,2034180.041791053256020,15,4,0,10111.826798650974524,8136720.167164213024080,,16.924178200856712,4.774648292756861,7.639437268410976,5,1029,2,1029,PEABODY,229,N,229,1221,1029,8046.736093472188259,North Shore Community College (Danvers Campus),Danvers,1 Ferncroft Road,Danvers,01923, ,DANVERS,(978) 762-4000,http://www.northshore.edu,167312,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,nces.ed.gov,64,GISDATA.COLLEGES_PT.219,North Shore Community College (Danvers Campus),2694,N/A,2694,1,42.590076271878971,-70.968714782148211,82-North Shore Community College (Danvers Campus),50559.133993256335089,203418004.179117113351822,2,3615.311277737105684,765173.965774663374759,3,0,6,4,0,15,7.639437268410980,4.774648292756860
1030,0,3,2,PEABODY,229,N,1222,1,1030,3,9,8,PEABODY,229,N,1222,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,4592.058517452489468,823230.013072190689854,1,1222,1222,1,PEABODY,7,1,0,5055.913399325487262,2034180.041791053256020,20,4,0,10111.826798650974524,8136720.167164213024080,,15.730646776469046,6.366197723675814,8.912676813146140,5,1030,2,1030,PEABODY,229,N,229,1222,1030,8046.736093472188259,North Shore Community College (Danvers Campus),Danvers,1 Ferncroft Road,Danvers,01923, ,DANVERS,(978) 762-4000,http://www.northshore.edu,167312,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,nces.ed.gov,64,GISDATA.COLLEGES_PT.219,North Shore Community College (Danvers Campus),2694,N/A,2694,1,42.590076271878971,-70.968714782148211,82-North Shore Community College (Danvers Campus),50559.133993256335089,203418004.179117113351822,2,4592.058517452489468,823230.013072190689854,1,0,7,4,0,20,8.912676813146140,6.366197723675810
1031,0,0,0,PEABODY,229,N,1223,0,1031,2,2,4,PEABODY,229,N,1223,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,10050.892096940217016,3650040.434484762139618,1,1223,1223,,PEABODY,1,0,0,5055.913399325487262,2034180.041791053256020,7,3,0,10111.826798650974524,8136720.167164213024080,,0.709577922977428,2.228169203286535,1.273239544735163,1,1031,2,1031,PEABODY,229,N,229,1223,1031,8046.736093472188259,North Shore Community College (Danvers Campus),Danvers,1 Ferncroft Road,Danvers,01923, ,DANVERS,(978) 762-4000,http://www.northshore.edu,167312,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,nces.ed.gov,64,GISDATA.COLLEGES_PT.219,North Shore Community College (Danvers Campus),2694,N/A,2694,1,42.590076271878971,-70.968714782148211,82-North Shore Community College (Danvers Campus),50559.133993256335089,203418004.179117113351822,2,10050.892096940217016,3650040.434484762139618,0,0,1,3,0,7,0.709577922977428,2.228169203286540
1032,0,2,3,PEABODY,229,N,1224,1,1032,2,8,5,PEABODY,229,N,1224,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,7087.026060831087307,2573881.444517456926405,1,1224,1224,,PEABODY,4,0,0,5055.913399325487262,2034180.041791053256020,14,0,0,10111.826798650974524,8136720.167164213024080,,4.025030936529225,4.456338406573070,5.092958178940651,4,1032,1,1032,PEABODY,229,N,229,1224,1032,8046.736093472188259,North Shore Community College (Danvers Campus),Danvers,1 Ferncroft Road,Danvers,01923, ,DANVERS,(978) 762-4000,http://www.northshore.edu,167312,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,nces.ed.gov,64,GISDATA.COLLEGES_PT.219,North Shore Community College (Danvers Campus),2694,N/A,2694,1,42.590076271878971,-70.968714782148211,82-North Shore Community College (Danvers Campus),50559.133993256335089,203418004.179117113351822,1,7087.026060831087307,2573881.444517456926405,0,0,4,0,0,14,4.025030936529220,4.456338406573070
1033,5,2,0,MIDDLETON,184,N,1254,1,1033,5,2,0,MIDDLETON,184,N,1254,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,17963.732321941861301,8616439.762127231806517,1,1254,1254,,MIDDLETON,7,0,0,5055.913399325487262,2034180.041791053256020,7,0,0,10111.826798650974524,8136720.167164213024080,,2.104107644515275,2.228169203286535,8.912676813146140,7,1033,1,1033,MIDDLETON,184,N,184,1254,1033,8046.736093472188259,North Shore Community College (Danvers Campus),Danvers,1 Ferncroft Road,Danvers,01923, ,DANVERS,(978) 762-4000,http://www.northshore.edu,167312,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,nces.ed.gov,64,GISDATA.COLLEGES_PT.219,North Shore Community College (Danvers Campus),2694,N/A,2694,1,42.590076271878971,-70.968714782148211,82-North Shore Community College (Danvers Campus),50559.133993256335089,203418004.179117113351822,1,17963.732321941861301,8616439.762127231806517,0,0,7,0,0,7,2.104107644515280,2.104107644515280
1034,4,0,1,BEDFORD,23,N,1428,1,1034,5,3,2,BEDFORD,23,N,1428,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,4820.078230461844214,1098867.713351887883618,1,1332,1428,,BEDFORD,9,1,0,5055.913399325487262,2034180.041791053256020,10,1,0,10111.826798650974524,8136720.167164213024080,,11.784803934156248,3.183098861837907,11.459155902616464,5,1034,1,1034,BEDFORD,23,N,23,1428,1034,8046.736093472188259,National Aviation Academy New England Campus, ,150 Hanscom Drive,Bedford,01730, ,LINCOLN,(781) 274-8448,http://www.naa.edu,165635,PRI,"2-year, Private for-profit",Technical Institute,C,Two but less than 4 years certificate,Airframe Mechanics and Aircraft Maintenance Technology/Technician,Suburb: Large,No,nces.ed.gov,59,GISDATA.COLLEGES_PT.194,National Aviation Academy New England Campus,289,N/A,289,1,42.461502426617351,-71.289980304112163,46-National Aviation Academy New England Campus,50559.133993256335089,203418004.179117113351822,1,4820.078230461844214,1098867.713351887883618,1,0,9,1,0,10,11.459155902616500,3.183098861837910
1035,1,2,1,MIDDLETON,184,N,1255,1,1035,1,2,1,MIDDLETON,184,N,1255,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,14605.250215060032133,5334363.925049994140863,1,1255,1255,,MIDDLETON,1,0,0,5055.913399325487262,2034180.041791053256020,4,0,0,10111.826798650974524,8136720.167164213024080,,1.942115796129193,1.273239544735163,1.273239544735163,4,1035,1,1035,MIDDLETON,184,N,184,1255,1035,8046.736093472188259,North Shore Community College (Danvers Campus),Danvers,1 Ferncroft Road,Danvers,01923, ,DANVERS,(978) 762-4000,http://www.northshore.edu,167312,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,nces.ed.gov,64,GISDATA.COLLEGES_PT.219,North Shore Community College (Danvers Campus),2694,N/A,2694,1,42.590076271878971,-70.968714782148211,82-North Shore Community College (Danvers Campus),50559.133993256335089,203418004.179117113351822,1,14605.250215060032133,5334363.925049994140863,0,0,4,0,0,4,1.942115796129190,1.273239544735160
1036,2,7,0,QUINCY,243,N,1116,1,1036,5,39,8,QUINCY,243,N,1116,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,1851.187845694082398,179073.715256669966038,1,1116,1116,,QUINCY,35,3,2,5055.913399325487262,2034180.041791053256020,52,5,2,10111.826798650974524,8136720.167164213024080,1,188.022264381177166,16.552114081557114,44.563384065730695,13,1036,6,1036,QUINCY,243,N,243,1116,1036,8046.736093472188259,Massachusetts School of Barbering, ,58 Ross Way,Quincy,02169, ,QUINCY,(617) 770-4444,http://www.massschoolofbarbering.com,166805,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,Barbering/Barber,Suburb: Large,No,nces.ed.gov,55,GISDATA.COLLEGES_PT.72,Massachusetts School of Barbering,57,N/A,57,1,42.247194442089409,-71.001589546399856,3-Massachusetts School of Barbering,50559.133993256335089,203418004.179117113351822,6,1851.187845694082398,179073.715256669966038,3,2,35,5,2,52,44.563384065730702,16.552114081557100
1037,0,0,0,TOPSFIELD,298,N,1257,0,1037,0,1,0,TOPSFIELD,298,N,1257,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,13928.972360900212152,9245146.893685324117541,0,1257,1257,,TOPSFIELD,0,0,0,5055.913399325487262,2034180.041791053256020,1,0,0,10111.826798650974524,8136720.167164213024080,,0.280145695906071,0.318309886183791,0.000000000000000,1,1037,1,1037,TOPSFIELD,298,N,298,1257,1037,8046.736093472188259,North Shore Community College (Danvers Campus),Danvers,1 Ferncroft Road,Danvers,01923, ,DANVERS,(978) 762-4000,http://www.northshore.edu,167312,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,nces.ed.gov,64,GISDATA.COLLEGES_PT.219,North Shore Community College (Danvers Campus),2694,N/A,2694,1,42.590076271878971,-70.968714782148211,82-North Shore Community College (Danvers Campus),50559.133993256335089,203418004.179117113351822,1,13928.972360900212152,9245146.893685324117541,0,0,1,0,0,1,0.280145695906071,0.280145695906071
1038,1,3,0,WALTHAM,308,N,997,1,1038,7,27,5,WALTHAM,308,N,997,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2591.251883863154035,353480.337244394235313,1,997,997,,WALTHAM,18,0,0,5055.913399325487262,2034180.041791053256020,39,0,0,10111.826798650974524,8136720.167164213024080,,29.308426380668813,12.414085561167836,22.918311805232928,4,1038,12,1038,WALTHAM,308,N,308,997,1038,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,12,2591.251883863154035,353480.337244394235313,0,0,18,0,0,39,22.918311805232900,12.414085561167800
1039,5,1,0,TOPSFIELD,298,N,1258,1,1039,5,1,0,TOPSFIELD,298,N,1258,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,10988.994941741482762,4403915.961033049039543,1,1258,1258,,TOPSFIELD,2,0,0,5055.913399325487262,2034180.041791053256020,6,0,0,10111.826798650974524,8136720.167164213024080,,3.528661491094093,1.909859317102744,2.546479089470326,6,1039,1,1039,TOPSFIELD,298,N,298,1258,1039,8046.736093472188259,North Shore Community College (Danvers Campus),Danvers,1 Ferncroft Road,Danvers,01923, ,DANVERS,(978) 762-4000,http://www.northshore.edu,167312,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,nces.ed.gov,64,GISDATA.COLLEGES_PT.219,North Shore Community College (Danvers Campus),2694,N/A,2694,1,42.590076271878971,-70.968714782148211,82-North Shore Community College (Danvers Campus),50559.133993256335089,203418004.179117113351822,1,10988.994941741482762,4403915.961033049039543,0,0,6,0,0,6,3.528661491094090,1.909859317102740
1040,0,0,0,TOPSFIELD,298,N,1259,0,1040,2,0,0,TOPSFIELD,298,N,1259,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,13748.651103709617018,7489510.993542375043035,0,1259,1259,,TOPSFIELD,0,0,0,5055.913399325487262,2034180.041791053256020,2,0,0,10111.826798650974524,8136720.167164213024080,,1.383261530702590,0.636619772367581,0.000000000000000,4,1040,1,1040,TOPSFIELD,298,N,298,1259,1040,8046.736093472188259,North Shore Community College (Danvers Campus),Danvers,1 Ferncroft Road,Danvers,01923, ,DANVERS,(978) 762-4000,http://www.northshore.edu,167312,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,nces.ed.gov,64,GISDATA.COLLEGES_PT.219,North Shore Community College (Danvers Campus),2694,N/A,2694,1,42.590076271878971,-70.968714782148211,82-North Shore Community College (Danvers Campus),50559.133993256335089,203418004.179117113351822,1,13748.651103709617018,7489510.993542375043035,0,0,4,0,0,2,1.383261530702590,0.636619772367581
1041,1,2,0,QUINCY,243,N,1121,1,1041,6,41,11,QUINCY,243,N,1121,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,3185.376468274931540,602432.219659381895326,1,1121,1121,,QUINCY,24,1,1,5055.913399325487262,2034180.041791053256020,58,5,2,10111.826798650974524,8136720.167164213024080,,34.393752867331273,18.461973398659861,30.557749073643905,8,1041,4,1041,QUINCY,243,N,243,1121,1041,8046.736093472188259,Massachusetts School of Barbering, ,58 Ross Way,Quincy,02169, ,QUINCY,(617) 770-4444,http://www.massschoolofbarbering.com,166805,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,Barbering/Barber,Suburb: Large,No,nces.ed.gov,55,GISDATA.COLLEGES_PT.72,Massachusetts School of Barbering,57,N/A,57,1,42.247194442089409,-71.001589546399856,3-Massachusetts School of Barbering,50559.133993256335089,203418004.179117113351822,4,3185.376468274931540,602432.219659381895326,1,1,24,5,2,58,30.557749073643901,18.461973398659900
